"adverts"	"sales"	"airplay"	"attract"	"residuals"	"standardized.residuals"	"studentized.residuals"	"cooks.distance"	"leverage"	"covariance.ratios"
1600	300	24	9	10.2020171829002	0.221013467863988	0.220476412195049	0.000495498258575293	0.0389933923447898	1.06102709449442
268.598	140	1	7	62.8412924927313	1.35608407228931	1.35901071350985	0.0149428958987959	0.0314796771923644	1.01484832406897
900.889	290	38	8	23.4883149981806	0.501966070365402	0.501006047630204	0.000795956416631811	0.0124780667478768	1.02826346435054
982.063	180	26	6	-30.8203533436003	-0.657775189048329	-0.656820408373997	0.00107327519213433	0.00982489929335421	1.0217268245693
201.356	140	11	6	45.9612014051502	0.984504023892976	0.984426404105836	0.00419849810064062	0.017031718308577	1.0179687122958
746.024	210	34	6	-7.72362546328113	-0.164765461911744	-0.164355987102485	6.11931171193785e-05	0.00893577055063612	1.02930340174625
1132.877	250	55	7	-82.3638385136477	-1.77994277835466	-1.78992162378846	0.0281122107711005	0.034276442095442	0.990201051272992
1000	250	5	7	97.2866609237864	2.09539916076742	2.11385783747159	0.0313640206351772	0.027779409242147	0.958877434224826
75.896	120	34	6	-40.8399273528316	-0.873903142455188	-0.873374142517925	0.00290803067676762	0.0150026315341146	1.02016095826497
1351.254	290	37	9	-22.4597493161068	-0.483868618922328	-0.482921201035773	0.00170270148879551	0.0282676847037843	1.04535267362293
202.705	60	13	8	-63.0608289741061	-1.35387393886597	-1.35677488392633	0.010075385976782	0.0215139359604292	1.00463619061156
365.985	140	23	6	-8.4224045211653	-0.179578404916695	-0.179134448264685	6.41926262868832e-05	0.00789937334310913	1.02812109471901
305.268	290	54	6	42.3413671218589	0.91599306060882	0.915615255421794	0.0079034957478638	0.0363104795400526	1.04110893084428
263.268	160	18	7	26.0475007121241	0.556170336209033	0.555187989343582	0.000839956094162379	0.0107450677358072	1.02525961635938
513.694	100	2	7	-1.33106378359569	-0.0286758231191957	-0.0286026369636455	5.9748113077307e-06	0.0282429527016297	1.05031810774686
152.609	160	11	6	70.0990819769068	1.50212724110471	1.50698985888563	0.0102188695268676	0.017793130680146	0.992129062302921
35.987	150	30	8	-16.1552285928439	-0.346060182351907	-0.345281747998933	0.000520494489587075	0.0170878555400414	1.03587984747779
102.568	140	22	7	6.21879143224674	0.132846907503613	0.132513545010797	5.21086350374448e-05	0.0116726006064915	1.03235384078286
215.368	230	36	6	50.586165972342	1.0816156019536	1.08208708486201	0.00399402006128889	0.0134720516807148	1.0101280789517
426.784	230	37	8	7.10006019808038	0.151713556649696	0.151334923523744	7.10955786032747e-05	0.0122045237767945	1.03279658175498
507.772	30	9	3	-50.0550112244015	-1.08897577497915	-1.08949513605519	0.0146515624571227	0.0470931709557263	1.04542515129658
233.291	80	2	7	2.47089584391485	0.0532833961706419	0.053147680251222	2.20444701061336e-05	0.0301226164074963	1.0523103550981
1035.433	190	12	8	-0.37937448400086	-0.00815442214614105	-0.00813359482733286	4.05178906014782e-07	0.0237937033165289	1.04554720654007
102.642	90	5	9	-8.71393255524311	-0.189498491823324	-0.189031776424309	0.000435902103805003	0.0463069379208016	1.06944613339041
526.142	120	14	7	-22.7968121332299	-0.487025909083688	-0.486076114823734	0.000709320468124692	0.011820455481191	1.02788947337742
624.538	150	20	5	0.818979997010416	0.0175155212141682	0.0174707952965986	1.08628419855893e-06	0.0139652762857521	1.03512050492751
912.349	230	57	6	-79.2928729286703	-1.71875733173662	-1.72743457714411	0.0308435496460016	0.0400890852766319	1.00062814219557
215.994	150	19	8	5.60658556136745	0.120036306321944	0.119734100813109	5.88391059293047e-05	0.0160717890231815	1.03703810850218
561.963	210	35	7	-6.55340003576907	-0.139668375940632	-0.139318556578319	3.46079802014639e-05	0.00704642803723741	1.02750511652207
474.76	180	22	5	36.7980089978274	0.786802012725402	0.786034607689129	0.00211343887521895	0.0134718806659992	1.02160000845677
231.523	140	16	7	15.4770198276419	0.330778350305394	0.330025577914614	0.000349107276050543	0.0126019285395066	1.03139147820378
678.596	360	53	7	72.9325750829198	1.57019287847905	1.57612667023181	0.0170806338443194	0.0269641545076241	0.997163201679661
70.922	10	4	6	-49.3949551172089	-1.06394289055648	-1.06430310752296	0.00811585263431492	0.0278790401430178	1.02589659057231
1567.548	240	29	6	-30.6214207101151	-0.659244764443826	-0.658291108080345	0.00300567072485102	0.0269188844443263	1.03963420577758
263.598	270	43	7	51.8338594570658	1.11010994482881	1.11077188894578	0.00523182744876188	0.0166981467900876	1.01214339780764
1423.568	290	26	7	30.6162367224617	0.656607013889275	0.655651355052862	0.00213427492757133	0.0194170678617125	1.03175386834012
715.678	220	28	7	13.9705052593363	0.2974872573205	0.296794403235286	0.000118545017236064	0.00532949183719645	1.02428790442588
777.237	230	37	8	-22.6480814314313	-0.483668639077895	-0.482721374201001	0.000655592325486403	0.0110855366832847	1.02719398639628
509.43	220	32	5	40.1808004046532	0.85983538026204	0.8592612261974	0.00283104947834492	0.0150860354292147	1.02075725854541
964.11	240	34	7	-7.32215264625429	-0.156179790092755	-0.155790557114296	5.33126569624756e-05	0.00866683017505397	1.02908203710347
583.627	260	30	7	58.4447809646575	1.24452498411241	1.24628009535014	0.00207761438155057	0.00533695667286477	0.994094575220254
923.373	170	15	7	-9.88312128428122	-0.211317997934779	-0.210802247289478	0.000152515170499647	0.0134774300553819	1.03367254802069
344.392	130	23	7	-27.6758216961781	-0.589943700082878	-0.588959952133861	0.000649188573040087	0.00740596040239136	1.02100239394326
1095.578	270	31	8	10.5341494674474	0.225205565975611	0.224659395969364	0.000169508422803882	0.0131924512342088	1.03324616350131
100.025	140	21	5	31.9747491222261	0.685232694533605	0.684302576617312	0.0021466127012893	0.0179583909839579	1.02941221937799
30.425	60	28	1	-21.3439024224566	-0.477460922026658	-0.476518553518393	0.00624195323698828	0.0987116875680386	1.12719849756171
1080.342	210	18	7	6.69031708467164	0.143072936397227	0.142714940319278	7.15474220289061e-05	0.0137882507361249	1.03450889869184
799.899	210	28	7	-3.17857959991474	-0.0677014279834268	-0.067529288999601	6.71529724716986e-06	0.00582628668111945	1.02655669446704
1071.752	240	37	8	-37.6479357115077	-0.805293001522956	-0.804568178591571	0.00234387487037139	0.0142512448510917	1.0217916437944
893.355	210	26	6	6.70960972611434	0.143102235064092	0.142744168728725	4.3880812154095e-05	0.00849836246482157	1.02898938074226
283.161	200	30	8	12.8634496346704	0.274814216186551	0.274165088847771	0.000226182556369959	0.0118377447296715	1.03130726998912
917.017	140	10	7	-22.5064674830542	-0.482569225908232	-0.481622807507174	0.00112508827585992	0.018958960426239	1.03546028908806
234.568	90	21	7	-51.618580317502	-1.10152767667313	-1.10213080113267	0.00293860368296568	0.00959451923216392	1.00527563292143
456.897	120	18	9	-52.5613335066223	-1.13011501392191	-1.13091900598849	0.00797993135463896	0.024383332922638	1.0191777272772
206.973	100	14	7	-15.7042073738196	-0.335981918229487	-0.335220272416965	0.00041948759120603	0.014646683000818	1.03345854869734
1294.099	360	38	7	71.1970881041336	1.52539226298683	1.53060844415306	0.0103331137927837	0.0174534489634152	0.990344602518189
826.859	180	36	6	-51.3201406455831	-1.09574827681366	-1.09631250088997	0.00323406209541051	0.0106593957514528	1.00662012103291
564.158	150	32	7	-56.63744671545	-1.20634243360992	-1.20775311433239	0.00213582451715511	0.00583636204084651	0.996509937135832
192.607	110	9	5	34.5250442859905	0.742067177512104	0.741213683730997	0.00334496812139086	0.0237213457160635	1.03377151387562
10.652	90	39	5	-71.0524924685177	-1.53060555013669	-1.53590273241222	0.0169305769605894	0.0280949976071973	1.00085865419466
45.689	160	24	7	24.3121050611308	0.519567878561133	0.518598010924404	0.000851884869552431	0.0124654683249537	1.02787259004062
42.568	230	45	7	23.8611020197183	0.512962439684182	0.511995981990462	0.00162508679830624	0.0241083248303831	1.04028058768592
20.456	40	13	8	-67.59065447471	-1.4539307347172	-1.45810131543111	0.0137092576880642	0.0252850674305516	1.00269882075685
635.192	60	17	6	-91.0694426231957	-1.94342315839657	-1.95741036451846	0.00917056518837611	0.00961886228477683	0.95341407660976
1002.273	230	32	7	-13.8267618875658	-0.294916371010763	-0.294228360920709	0.000189324760646874	0.00863186423903523	1.02773189417646
1177.047	230	23	6	12.7307394202049	0.272356616455765	0.271712361665293	0.000274302796915512	0.0145759716391806	1.03420138648166
507.638	120	0	6	37.0041842631063	0.798067968869423	0.797326008651041	0.0049843403329918	0.0303529969687453	1.03900571417437
215.689	150	35	5	-14.9873216814701	-0.321517637782995	-0.32078099459577	0.000527165635422722	0.019990685283853	1.03929581572723
526.48	120	26	6	-52.1482700457036	-1.11116664336877	-1.11183591718207	0.00205863513035334	0.00662512612668078	1.0018317652528
26.895	60	19	6	-46.1691084778314	-0.987764384207508	-0.987702790142296	0.003627987265883	0.0146557153619224	1.01538011834632
883.877	280	26	7	66.4278128943671	1.41557801539676	1.41923584624019	0.00344460400876196	0.00682897802349985	0.986301877671903
9.104	120	53	8	-121.32404875998	-2.62881409071654	-2.66958443005796	0.0707658817516239	0.0393486609954995	0.92037309307368
103.568	230	29	8	61.4755952089693	1.31567147719999	1.31814444388506	0.00672555956949857	0.0153036777325594	1.00039919559752
169.583	230	28	7	70.3256838515246	1.50069802350441	1.50553933988367	0.0054280642484286	0.0095488573844218	0.983958001743094
429.504	40	17	6	-93.6096527070272	-1.99787653846771	-2.01337993969657	0.00993909730956679	0.00986200832728024	0.94939633915701
223.639	140	26	8	-28.614335120503	-0.611677438597921	-0.610698208527058	0.00123265759664765	0.0130068361204771	1.02624814204331
145.585	360	42	8	144.132462293862	3.09333296653134	3.16362189085597	0.0508669997203079	0.0208211539964755	0.853246983319189
985.968	210	17	6	29.1549979487681	0.623366598443562	0.622391621062365	0.00132179819877608	0.0134235942396239	1.02637862752923
500.922	260	36	8	34.1742942013622	0.729793655211063	0.728920592488927	0.0014826729296008	0.0110127523911359	1.02086477508136
226.652	250	45	7	28.2351638661656	0.60564501902147	0.604664097379551	0.00184776099519574	0.0197517492209603	1.03346473434242
1051.168	200	20	7	-7.56810336732141	-0.161682835459264	-0.161280607500917	7.81416893040516e-05	0.0118155238304356	1.0323241868349
68.093	150	15	7	42.717171972985	0.914724974902887	0.914342254549947	0.00348915756983259	0.0164064705480036	1.0200895754216
1547.159	250	28	8	-37.6959492486542	-0.811427609861406	-0.810717845565284	0.00450191804004327	0.0266219320103341	1.03456749472872
393.774	100	27	6	-64.2509696093965	-1.36960220340534	-1.37268827343569	0.00350921856103481	0.00742751859043242	0.989504899202405
804.282	260	17	8	72.4047118824991	1.54943858224622	1.55503385140235	0.0092235090626542	0.015135058917487	0.9865054066637
801.577	210	32	8	-27.8770522231154	-0.594882546550402	-0.593899444348633	0.000855014515752342	0.0095718088744869	1.02311269287318
450.562	290	46	9	23.6885070864364	0.510067233456521	0.509102378694039	0.00182034924208772	0.0272252664922636	1.04367699911193
26.598	220	47	8	-2.60447286815314	-0.0561504531582475	-0.0560074795058947	2.40913636477422e-05	0.029657855025047	1.05179959876091
179.061	70	19	1	6.34598324062389	0.141479935737932	0.141125762445774	0.000510657772834704	0.0925976819217827	1.12436815451988
345.687	110	22	8	-55.5046575787934	-1.18618778616627	-1.18742774723885	0.0044472447092452	0.0124849794765309	1.00421413119817
295.84	250	55	9	-33.48476953076	-0.726661105021802	-0.725783319585856	0.00583282196529101	0.0423153006637532	1.05433083636918
2271.86	320	31	5	-6.05533682007988	-0.133768780423567	-0.133433188278165	0.000366983848609329	0.0758151908744536	1.1039983110619
1134.575	300	39	8	10.2844945768548	0.220232036085593	0.219696685977596	0.000202794728367207	0.0164494860917684	1.0367146488176
601.434	180	21	6	18.3263986222942	0.390668838406333	0.38982276380373	0.000288510431559855	0.00750468442846797	1.02518946357359
45.298	180	36	6	15.0225281861939	0.321803175424325	0.32106602856114	0.000451148105341227	0.0171275653734611	1.03626444695896
759.518	200	21	7	13.82113071818	0.294604439694965	0.293917019369395	0.000160450471739781	0.0073404509262007	1.02639870667025
832.869	320	44	7	50.1439649866102	1.07279383440115	1.07320912728674	0.00427373426860702	0.0146363074833857	1.01171627099319
56.894	140	27	7	-6.74130491624487	-0.144030084642013	-0.143669794320641	6.27926670743566e-05	0.0119628801107128	1.03259188119764
709.399	100	16	6	-54.0010656728495	-1.15300012964483	-1.15397523437596	0.00358713686949726	0.0106779264701696	1.00398041795138
56.895	120	33	6	-35.85960561958	-0.767281943778982	-0.766474076587786	0.0022218598762825	0.0148716622348021	1.02368713760318
767.134	230	33	8	-8.32078936086445	-0.177561957244685	-0.177122660236838	7.62119924609059e-05	0.00957644722356145	1.02987713994935
503.172	150	21	7	-14.4189838930267	-0.307287983799183	-0.306576941341978	0.000165279346061659	0.0069527614574247	1.02583808618868
700.929	250	35	9	-0.522175057150953	-0.0111927920475605	-0.0111642060616727	5.86159907427492e-07	0.018371573626013	1.03977076723856
910.851	190	26	7	-25.8618703793228	-0.551208611599589	-0.550227304022826	0.000547716407789539	0.00715918159218489	1.02167137779221
888.569	240	14	6	77.5249705454226	1.65823939956129	1.66572963395041	0.00991558458733924	0.0142188465241273	0.978500901832304
800.615	250	34	6	27.6424270467654	0.589793869783514	0.58881010570262	0.000816071564881511	0.00929675347092029	1.02295471075072
1500	230	11	8	3.55336211943386	0.076973429178868	0.0767779777633553	5.98793320472375e-05	0.0388547649408914	1.06180388142
785.694	110	20	9	-97.2060597036308	-2.08804417375658	-2.1062689507417	0.0251345530959372	0.0225398415698702	0.954350240380151
